Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency
L91,17241,A17,C30,B23,PCS,C,C05
L28,15382,A15,C34,B30,PCS,D,C07
L29,12382,A19,C39,B23,PCS,C,C08
L33,17428,A19,C35,B23,PCS,C,C03
L49,19757,A17,C39,B28,PCS,C,C05
L77,13944,A13,C40,B30,PCS,C,C01
L80,13625,A17,C32,B30,PCS,D,C10
L83,17526,A17,C32,B21,PCS,D,C05
L83,18488,A19,C39,B27,PCS,C,C05
L34,16535,A15,C31,B20,PCS,C,C02
L36,10602,A11,C32,B27,PCS,C,C10
L68,15325,A13,C33,B27,PCS,C,C03
L70,16084,A17,C33,B30,PCS,D,C06
L75,12103,A12,C33,B23,PCS,D,C03
L93,16070,A17,C30,B26,PCS,D,C10
L94,14247,A12,C33,B26,PCS,D,C06
L40,17936,A15,C36,B25,PCS,D,C10
L44,11803,A17,C38,B30,PCS,C,C10
L51,18197,A14,C35,B29,PCS,C,C01
L56,12262,A13,C38,B28,PCS,C,C06
L68,15367,A17,C39,B23,PCS,C,C05
L83,15982,A19,C32,B27,PCS,D,C08
L96,11605,A20,C38,B29,PCS,D,C03
L10,11886,A18,C40,B30,PCS,D,C08
L30,16604,A15,C34,B22,PCS,D,C03
L48,10864,A15,C31,B20,PCS,C,C05
L57,12570,A17,C30,B25,PCS,D,C05
L77,11036,A19,C35,B21,PCS,D,C03
L78,10045,A20,C30,B27,PCS,C,C04
L80,16457,A14,C34,B22,PCS,C,C02
L98,10763,A18,C37,B29,PCS,C,C05
L99,19699,A11,C40,B22,PCS,D,C01
L22,17648,A16,C33,B27,PCS,C,C10
L32,11595,A13,C36,B28,PCS,C,C07
L37,13307,A19,C40,B28,PCS,C,C04
L50,11385,A16,C36,B30,PCS,D,C03
L51,12408,A18,C36,B24,PCS,C,C09
L51,19442,A13,C30,B23,PCS,C,C09
L53,14430,A16,C30,B25,PCS,D,C09
L84,10079,A18,C37,B23,PCS,C,C01
L87,19542,A19,C30,B22,PCS,C,C03
L92,12283,A16,C37,B23,PCS,C,C10
L91,10537,A18,C31,B28,PCS,C,C04
L96,12286,A13,C31,B21,PCS,C,C09
L14,11036,A19,C32,B20,PCS,C,C07
L16,12354,A18,C40,B26,PCS,D,C07
L38,14729,A13,C39,B30,PCS,D,C09
L52,19093,A10,C34,B29,PCS,D,C02
L58,17793,A11,C39,B28,PCS,D,C03
L58,12031,A16,C31,B20,PCS,C,C09
L60,12324,A12,C36,B28,PCS,C,C04
L67,11615,A12,C33,B28,PCS,D,C02
L80,12499,A10,C33,B27,PCS,D,C02
L14,19580,A15,C40,B28,PCS,D,C09
L15,18133,A18,C34,B29,PCS,D,C03
L17,13271,A17,C37,B22,PCS,C,C07
L24,12899,A17,C34,B25,PCS,C,C02
L38,17340,A20,C39,B22,PCS,D,C02
L49,13790,A16,C31,B27,PCS,D,C09
L55,10243,A14,C36,B28,PCS,D,C04
L60,18443,A10,C32,B20,PCS,C,C03
L70,13811,A19,C39,B27,PCS,C,C07
L75,15169,A14,C32,B25,PCS,C,C01
L81,12913,A12,C38,B26,PCS,C,C08
L81,18951,A13,C34,B23,PCS,D,C02
L93,13336,A16,C33,B30,PCS,D,C07
L15,13179,A16,C40,B30,PCS,C,C05
L16,16622,A15,C35,B29,PCS,C,C07
L17,10441,A13,C30,B21,PCS,C,C03
L28,19487,A16,C39,B25,PCS,C,C08
L36,15435,A19,C36,B26,PCS,D,C10
L44,14260,A11,C35,B20,PCS,D,C10
L51,13191,A15,C34,B27,PCS,C,C07
L59,10527,A20,C40,B22,PCS,C,C06
L72,15547,A16,C40,B23,PCS,C,C02
L97,13606,A16,C30,B25,PCS,D,C04
L19,13672,A20,C30,B23,PCS,D,C07
L36,18034,A16,C37,B24,PCS,D,C06
L41,12351,A11,C40,B27,PCS,D,C09
L51,18875,A11,C38,B27,PCS,C,C04
L60,19124,A11,C38,B24,PCS,C,C02
L61,16802,A20,C37,B30,PCS,C,C06
L64,10444,A11,C33,B26,PCS,D,C03
L79,10170,A13,C40,B30,PCS,C,C07
L82,18674,A11,C39,B25,PCS,D,C06
L86,13292,A12,C35,B25,PCS,D,C06
L87,11543,A13,C34,B23,PCS,C,C08
L89,17395,A16,C40,B25,PCS,C,C05
L90,12983,A13,C38,B29,PCS,C,C06
L96,16931,A11,C35,B22,PCS,C,C05
L33,15645,A20,C38,B30,PCS,D,C07
L34,12605,A15,C30,B25,PCS,D,C05
L35,18725,A12,C37,B28,PCS,D,C04
L64,11174,A10,C33,B24,PCS,D,C05
L73,15089,A20,C39,B24,PCS,D,C10
L88,15359,A19,C36,B27,PCS,C,C06
L99,12676,A17,C30,B22,PCS,C,C07
L14,16075,A10,C30,B26,PCS,D,C10
L16,18998,A14,C32,B28,PCS,D,C03
L19,17060,A14,C30,B27,PCS,D,C04
L25,12057,A15,C31,B21,PCS,C,C01
L28,17741,A17,C36,B21,PCS,C,C03
L31,10861,A11,C36,B30,PCS,C,C05
L47,15845,A13,C32,B22,PCS,C,C01
L50,16722,A15,C40,B26,PCS,D,C08
L82,10302,A18,C36,B27,PCS,D,C03
L85,13655,A11,C36,B20,PCS,D,C01
L86,10083,A16,C30,B26,PCS,C,C09
L91,10244,A13,C39,B26,PCS,D,C08
L97,11261,A19,C38,B20,PCS,D,C03
L14,18344,A13,C30,B22,PCS,C,C02
L22,19799,A15,C36,B29,PCS,C,C08
L32,15718,A18,C38,B26,PCS,D,C09
L29,16180,A15,C31,B29,PCS,C,C10
L41,10248,A17,C37,B23,PCS,C,C06
L51,15627,A12,C32,B25,PCS,C,C07
L64,12715,A15,C34,B27,PCS,C,C09
L72,15031,A13,C40,B26,PCS,C,C03
L79,11045,A11,C37,B27,PCS,D,C02
L40,16063,A15,C38,B25,PCS,D,C07
L27,12104,A16,C30,B24,PCS,C,C10
L52,14133,A16,C35,B22,PCS,C,C02
L52,19912,A17,C34,B25,PCS,C,C05
L35,18531,A12,C37,B20,PCS,D,C05
L56,13403,A12,C35,B20,PCS,C,C02
L93,10188,A17,C32,B24,PCS,D,C09
L70,14216,A14,C36,B24,PCS,C,C05
L89,10206,A12,C38,B27,PCS,C,C02
L91,18397,A18,C40,B20,PCS,C,C06
L24,12696,A12,C30,B26,PCS,D,C03
L26,11712,A18,C35,B29,PCS,D,C10
L27,14821,A14,C38,B26,PCS,D,C02
L28,15065,A18,C36,B27,PCS,D,C03
L60,18108,A10,C33,B26,PCS,D,C03
L70,10890,A14,C36,B27,PCS,C,C07
L85,18357,A19,C38,B21,PCS,C,C08
L92,13180,A19,C34,B27,PCS,C,C08
L94,11566,A14,C36,B27,PCS,D,C03
L15,13593,A18,C33,B25,PCS,D,C02
L49,10367,A18,C31,B21,PCS,C,C10
L51,13288,A20,C39,B29,PCS,C,C03
L56,19024,A15,C35,B25,PCS,D,C05
L66,10261,A15,C31,B22,PCS,D,C04
L10,16208,A14,C31,B24,PCS,D,C05
L19,18902,A18,C35,B23,PCS,D,C09
L23,11811,A20,C39,B28,PCS,C,C09
L46,18005,A18,C33,B30,PCS,D,C09
L52,17426,A12,C40,B21,PCS,C,C10
L20,18138,A17,C39,B21,PCS,C,C03
L34,12726,A18,C36,B21,PCS,D,C03
L35,18044,A14,C37,B30,PCS,D,C05
L51,16017,A13,C31,B20,PCS,C,C05
L74,11229,A18,C30,B22,PCS,C,C01
L36,10148,A19,C33,B27,PCS,C,C10
L40,18057,A10,C31,B28,PCS,C,C06
L42,19394,A13,C31,B26,PCS,C,C01
L44,14757,A19,C34,B25,PCS,C,C04
L55,15363,A17,C38,B29,PCS,D,C04
L68,10732,A13,C36,B22,PCS,D,C06
L73,19346,A12,C33,B25,PCS,C,C06
L79,16865,A15,C34,B28,PCS,C,C09
L79,18583,A13,C31,B24,PCS,C,C06
L99,17381,A18,C35,B29,PCS,D,C05
L17,11654,A19,C31,B20,PCS,D,C10
L23,18551,A20,C31,B22,PCS,C,C06
L24,17458,A20,C35,B30,PCS,C,C10
L26,12319,A18,C36,B30,PCS,C,C07
L27,19956,A16,C30,B20,PCS,D,C10
L31,17741,A20,C30,B21,PCS,D,C03
L41,12866,A15,C34,B21,PCS,D,C08
L45,15205,A19,C39,B25,PCS,D,C10
L62,13603,A10,C36,B29,PCS,D,C08
L65,18344,A17,C35,B23,PCS,D,C07
L90,17036,A13,C31,B30,PCS,C,C01
L39,19670,A13,C32,B20,PCS,D,C06
L45,11210,A12,C39,B26,PCS,C,C09
L45,12480,A11,C36,B25,PCS,C,C01
L83,12007,A19,C31,B21,PCS,C,C09
L83,18013,A12,C34,B21,PCS,D,C05
L85,13071,A19,C30,B22,PCS,C,C07
L88,12788,A14,C33,B26,PCS,C,C05
L89,18603,A15,C37,B25,PCS,D,C01
L92,11649,A13,C34,B25,PCS,C,C06
L99,18728,A20,C32,B24,PCS,C,C06
L28,19174,A14,C38,B24,PCS,C,C06
L29,13484,A19,C35,B21,PCS,C,C09
L31,15191,A12,C38,B27,PCS,C,C07
L35,13197,A17,C32,B30,PCS,C,C03
L48,16746,A16,C31,B27,PCS,D,C03
L65,14514,A10,C32,B22,PCS,C,C01
L66,12449,A18,C38,B24,PCS,D,C04
L88,14107,A17,C33,B25,PCS,C,C05
L95,19477,A14,C40,B29,PCS,C,C02
L14,16496,A12,C36,B27,PCS,C,C04
L28,13933,A10,C34,B20,PCS,D,C06
L46,17657,A20,C40,B26,PCS,C,C03
L10,11352,A19,C34,B21,PCS,D,C10
L15,18816,A13,C35,B30,PCS,D,C01
L16,13548,A19,C37,B22,PCS,D,C10
L18,11012,A11,C31,B23,PCS,D,C02
L30,13116,A13,C40,B26,PCS,C,C02
L47,12293,A13,C35,B20,PCS,C,C09
L48,11400,A10,C37,B24,PCS,D,C01
L48,10403,A14,C31,B30,PCS,D,C08
L57,18605,A16,C33,B28,PCS,C,C09
L58,10115,A17,C38,B27,PCS,C,C09
L58,10789,A17,C35,B21,PCS,C,C02
L69,13934,A19,C39,B29,PCS,C,C03
L85,19018,A12,C35,B30,PCS,D,C10
L90,13566,A16,C37,B30,PCS,D,C09
L97,11410,A13,C31,B23,PCS,D,C05
L52,16931,A15,C30,B27,PCS,C,C03
L55,19871,A13,C32,B30,PCS,D,C04
L75,16936,A12,C35,B29,PCS,C,C06
L98,13988,A12,C36,B25,PCS,C,C02
L31,18238,A13,C39,B23,PCS,C,C06
L40,16096,A19,C33,B20,PCS,C,C01
L17,18977,A11,C36,B23,PCS,C,C07
L32,13912,A18,C39,B20,PCS,C,C04
L34,19877,A16,C40,B23,PCS,C,C08
L35,12466,A15,C37,B27,PCS,D,C02
L40,12990,A18,C33,B28,PCS,D,C08
L86,17118,A11,C31,B25,PCS,D,C04
L16,14615,A16,C38,B23,PCS,D,C07
L17,10504,A11,C40,B28,PCS,D,C02
L36,12656,A10,C33,B20,PCS,C,C10
L41,11416,A18,C31,B28,PCS,D,C07
L58,12678,A10,C40,B26,PCS,D,C03
L29,10954,A15,C36,B30,PCS,C,C03
L31,13040,A11,C34,B22,PCS,D,C04
L36,14348,A11,C36,B27,PCS,C,C08
L44,18008,A19,C37,B25,PCS,D,C01
L48,10724,A13,C37,B26,PCS,C,C08
L49,12565,A19,C40,B30,PCS,C,C01
L63,18240,A15,C30,B25,PCS,C,C07
L63,19430,A16,C36,B24,PCS,C,C01
L26,18358,A14,C31,B22,PCS,D,C05
L27,11959,A14,C38,B26,PCS,D,C09
L32,18523,A13,C36,B29,PCS,C,C04
L39,12483,A20,C31,B26,PCS,D,C08
L39,15643,A17,C36,B23,PCS,C,C04
L43,14820,A11,C30,B21,PCS,D,C04
L55,18973,A18,C39,B30,PCS,C,C02
L78,12893,A13,C32,B21,PCS,C,C03
L85,11742,A11,C36,B26,PCS,C,C06
L25,17132,A16,C31,B26,PCS,C,C04
L49,12705,A18,C37,B30,PCS,D,C01
L53,14741,A12,C34,B23,PCS,D,C03
L59,17116,A16,C34,B22,PCS,D,C04
L63,18210,A18,C40,B23,PCS,C,C07
L77,11112,A15,C32,B20,PCS,C,C05
L89,19156,A15,C35,B26,PCS,D,C05
L91,10354,A16,C40,B20,PCS,C,C03
L21,17242,A16,C40,B29,PCS,C,C03
L25,18648,A18,C30,B20,PCS,C,C09
L34,15903,A15,C37,B26,PCS,D,C02
L47,17286,A13,C36,B24,PCS,C,C03
L53,18675,A14,C40,B30,PCS,C,C10
L73,11822,A16,C34,B20,PCS,D,C04
L78,17740,A10,C34,B21,PCS,D,C01
L99,16837,A13,C31,B29,PCS,D,C03
L45,10136,A14,C36,B24,PCS,D,C08
L51,19334,A11,C37,B29,PCS,D,C10
L58,11565,A19,C35,B30,PCS,C,C08
L74,11635,A15,C35,B25,PCS,C,C10
L75,18113,A10,C38,B28,PCS,D,C07
L78,13768,A12,C30,B21,PCS,C,C03
L80,12747,A15,C30,B28,PCS,C,C09
L98,13891,A18,C33,B22,PCS,D,C06
L35,12097,A15,C35,B25,PCS,D,C08
L70,15603,A18,C38,B22,PCS,D,C04
L16,14402,A19,C37,B25,PCS,C,C03
L19,12558,A12,C32,B25,PCS,D,C01
L37,15254,A20,C37,B21,PCS,D,C08
L43,18369,A11,C30,B22,PCS,D,C07
L60,19806,A13,C30,B24,PCS,C,C01
L62,11993,A20,C36,B23,PCS,C,C10
L64,17587,A19,C33,B30,PCS,C,C03
L65,15378,A13,C40,B30,PCS,C,C09
L69,17753,A20,C39,B30,PCS,D,C09
L89,15164,A11,C39,B28,PCS,C,C05
L91,17511,A17,C40,B26,PCS,C,C09
L91,14296,A13,C33,B29,PCS,D,C05
L94,15094,A10,C37,B25,PCS,D,C06
L99,14233,A17,C31,B24,PCS,C,C06
L21,16117,A15,C34,B24,PCS,D,C09
L24,13843,A14,C38,B30,PCS,C,C07
L27,16864,A18,C37,B29,PCS,C,C03
L48,19275,A11,C32,B22,PCS,C,C05
L74,19436,A13,C30,B20,PCS,D,C07
L79,18604,A17,C35,B30,PCS,D,C02
L98,12864,A17,C40,B22,PCS,C,C04
L99,18623,A18,C39,B22,PCS,D,C02
L99,16567,A13,C33,B20,PCS,C,C01
L27,13351,A11,C35,B30,PCS,D,C02
L27,13374,A16,C39,B20,PCS,C,C03
L28,14193,A12,C30,B24,PCS,D,C08
L46,18864,A13,C40,B27,PCS,D,C07
L47,12328,A12,C40,B29,PCS,D,C08
L54,14087,A15,C31,B27,PCS,D,C05
L64,14956,A11,C37,B29,PCS,C,C06
L69,19577,A10,C39,B29,PCS,C,C02
L84,12225,A13,C33,B30,PCS,D,C05
L84,15751,A17,C39,B30,PCS,C,C01
L92,13536,A20,C33,B22,PCS,C,C06
L95,10111,A13,C37,B28,PCS,D,C04
L97,10228,A10,C31,B30,PCS,D,C01
L14,14570,A20,C32,B20,PCS,D,C03
L17,16134,A10,C31,B26,PCS,D,C09
L19,15592,A18,C40,B27,PCS,D,C05
L45,19041,A20,C33,B22,PCS,C,C05
L58,15357,A10,C38,B23,PCS,C,C01
L57,13658,A19,C39,B25,PCS,D,C02
L63,14361,A10,C36,B22,PCS,D,C10
L80,18671,A19,C35,B24,PCS,C,C03
L84,19872,A17,C34,B26,PCS,D,C02
L89,11812,A10,C35,B22,PCS,C,C03
L95,10581,A14,C37,B20,PCS,D,C09
L12,14901,A12,C33,B24,PCS,D,C01
L18,10404,A16,C38,B25,PCS,D,C06
L24,12656,A11,C37,B21,PCS,D,C06
L30,16431,A17,C34,B24,PCS,D,C03
L41,15277,A12,C34,B21,PCS,C,C04
L50,13943,A18,C37,B20,PCS,D,C04
L58,13146,A14,C32,B23,PCS,D,C08
L69,18233,A14,C37,B21,PCS,C,C09
L99,10892,A14,C36,B25,PCS,D,C01
L13,13340,A18,C30,B24,PCS,D,C10
L19,12792,A17,C34,B20,PCS,D,C02
L34,15257,A10,C37,B22,PCS,C,C09
L57,13599,A16,C40,B20,PCS,D,C05
L67,11044,A16,C36,B21,PCS,C,C08
L77,19801,A10,C38,B22,PCS,D,C07
L77,16297,A17,C34,B28,PCS,D,C02
L95,15712,A10,C37,B24,PCS,C,C05
L11,19824,A14,C35,B28,PCS,C,C10
L11,14623,A18,C30,B25,PCS,C,C07
L13,19177,A16,C35,B30,PCS,C,C04
L18,13897,A17,C31,B22,PCS,D,C03
L28,10689,A14,C32,B23,PCS,C,C02
L36,15498,A17,C37,B28,PCS,C,C01
L44,11880,A20,C37,B28,PCS,C,C02
L51,16956,A11,C31,B29,PCS,D,C04
L56,18456,A14,C40,B30,PCS,C,C04
L61,12306,A15,C37,B26,PCS,C,C01
L72,10439,A14,C31,B30,PCS,C,C05
L87,13917,A14,C35,B24,PCS,C,C10
L87,17098,A13,C30,B23,PCS,D,C01
L87,10635,A18,C30,B20,PCS,C,C10
L92,12923,A13,C32,B29,PCS,D,C08
L45,13358,A15,C38,B23,PCS,D,C06
L52,13871,A13,C40,B24,PCS,C,C03
L53,15903,A14,C34,B28,PCS,D,C08
L70,16544,A12,C34,B25,PCS,D,C03
L71,19191,A18,C40,B26,PCS,D,C06
L13,15219,A10,C38,B23,PCS,D,C07
L14,13650,A18,C32,B21,PCS,D,C01
L25,17871,A19,C39,B29,PCS,D,C05
L34,10277,A10,C34,B27,PCS,D,C05
L51,10444,A14,C31,B29,PCS,D,C04
L62,15051,A15,C36,B25,PCS,C,C02
L81,10977,A19,C36,B30,PCS,C,C09
L94,13649,A10,C38,B28,PCS,D,C04
L96,18864,A18,C40,B22,PCS,C,C08
L21,12243,A16,C37,B21,PCS,D,C05
L65,11004,A13,C39,B27,PCS,C,C05
L98,11139,A19,C32,B28,PCS,D,C01
L15,11782,A14,C38,B22,PCS,D,C02
L21,15167,A18,C34,B26,PCS,C,C07
L38,18256,A18,C33,B22,PCS,C,C06
L52,19928,A15,C35,B21,PCS,C,C10
L57,15039,A16,C39,B24,PCS,D,C05
L76,10027,A12,C36,B27,PCS,C,C05
L80,16226,A13,C33,B21,PCS,D,C06
L80,17158,A12,C40,B23,PCS,D,C02
L81,11737,A10,C37,B21,PCS,C,C02
L96,17993,A15,C37,B28,PCS,C,C10
L27,12395,A15,C39,B20,PCS,D,C06
L30,14113,A14,C30,B20,PCS,D,C05
L43,19897,A15,C39,B23,PCS,D,C07
L65,16179,A10,C38,B20,PCS,D,C10
L76,14111,A16,C36,B27,PCS,D,C05
L71,12629,A11,C31,B29,PCS,C,C02
L80,16943,A15,C39,B28,PCS,D,C06
L16,17943,A19,C34,B28,PCS,C,C04
L19,10902,A13,C38,B21,PCS,D,C03
L32,14329,A16,C32,B28,PCS,D,C05
L34,15675,A11,C35,B25,PCS,D,C05
L53,13195,A13,C30,B23,PCS,C,C04
L60,11292,A19,C40,B23,PCS,D,C02
L76,19972,A20,C39,B21,PCS,D,C03
L83,15091,A19,C40,B24,PCS,C,C07
L88,12286,A14,C36,B26,PCS,D,C02
L26,13917,A19,C40,B30,PCS,C,C03
L31,10753,A15,C35,B21,PCS,D,C10
L12,15071,A16,C30,B20,PCS,C,C05
L16,13252,A19,C39,B21,PCS,D,C02
L20,17566,A12,C37,B25,PCS,C,C05
L23,19299,A11,C33,B26,PCS,D,C04
L32,19259,A14,C35,B28,PCS,D,C10
L33,17016,A20,C33,B27,PCS,D,C05
L44,15328,A15,C32,B27,PCS,C,C03
L64,13258,A12,C38,B23,PCS,C,C07
L66,13597,A12,C37,B29,PCS,C,C10
L77,15857,A18,C31,B27,PCS,D,C09
L82,11039,A18,C34,B29,PCS,C,C01
L87,17125,A14,C32,B24,PCS,C,C06
L10,14259,A12,C39,B29,PCS,C,C10
L14,18034,A12,C32,B27,PCS,D,C02
L19,11714,A11,C40,B30,PCS,D,C03
L22,17722,A16,C36,B29,PCS,D,C07
L54,19025,A17,C33,B29,PCS,D,C06
L63,10530,A15,C34,B29,PCS,D,C09
L64,11445,A13,C32,B28,PCS,C,C01
L66,17257,A15,C35,B27,PCS,D,C04
L67,13956,A17,C31,B20,PCS,D,C06
L69,10521,A10,C30,B22,PCS,C,C04
L80,19357,A11,C40,B26,PCS,C,C10
L84,10086,A19,C36,B22,PCS,D,C05
L84,10123,A12,C34,B28,PCS,C,C01
L10,14876,A20,C34,B22,PCS,C,C10
L46,13544,A16,C30,B29,PCS,C,C05
L47,11264,A14,C30,B29,PCS,D,C10
L68,19056,A10,C36,B28,PCS,D,C03
L75,15228,A18,C32,B22,PCS,C,C02
L81,14417,A17,C37,B27,PCS,C,C02
L82,13886,A19,C37,B27,PCS,C,C04
L97,15394,A10,C39,B25,PCS,C,C05
L10,19860,A14,C31,B23,PCS,D,C10
L19,10022,A19,C35,B27,PCS,D,C01
L22,18388,A11,C39,B20,PCS,D,C02
L31,18473,A12,C32,B20,PCS,D,C10
L38,15192,A18,C40,B21,PCS,C,C10
L61,11375,A13,C39,B24,PCS,C,C10
L86,12528,A16,C38,B27,PCS,D,C09
L90,10584,A19,C36,B23,PCS,C,C10
L91,11371,A19,C31,B25,PCS,D,C07
L96,11068,A16,C34,B25,PCS,C,C06
L14,14111,A18,C34,B27,PCS,D,C04
L16,13395,A10,C37,B23,PCS,D,C09
L36,10140,A20,C30,B25,PCS,C,C10
L47,18335,A20,C39,B28,PCS,D,C08
L59,12981,A20,C39,B29,PCS,D,C01
L72,11059,A12,C39,B25,PCS,C,C02
L88,10070,A18,C36,B21,PCS,D,C03
L93,18670,A14,C31,B24,PCS,C,C01
L24,19761,A17,C36,B22,PCS,D,C02
L25,18390,A12,C38,B27,PCS,C,C10
L73,11693,A12,C40,B29,PCS,C,C06
L78,15189,A10,C32,B27,PCS,D,C05
L86,11775,A12,C35,B28,PCS,D,C09
L54,16577,A16,C34,B21,PCS,D,C02
L55,12314,A20,C31,B21,PCS,C,C02
L69,12793,A15,C38,B30,PCS,C,C01
L79,16528,A11,C38,B21,PCS,D,C09
L84,14034,A14,C33,B29,PCS,D,C05
L90,19993,A18,C36,B28,PCS,D,C03
L16,18105,A10,C38,B21,PCS,C,C07
L31,11786,A11,C35,B25,PCS,C,C03
L57,16785,A14,C37,B24,PCS,C,C04
L58,11998,A20,C37,B21,PCS,D,C07
L59,18976,A19,C39,B21,PCS,D,C04
L76,18070,A16,C37,B24,PCS,C,C08
L90,13880,A10,C40,B21,PCS,C,C02
L97,18697,A20,C40,B24,PCS,D,C03
L33,12505,A15,C31,B21,PCS,C,C02
L53,15909,A12,C37,B29,PCS,D,C10
L56,18394,A13,C36,B26,PCS,D,C03
L64,10603,A18,C39,B30,PCS,D,C06
L82,13031,A12,C30,B28,PCS,C,C02
L95,14892,A18,C35,B20,PCS,D,C03
L99,19386,A20,C32,B30,PCS,D,C10
L15,16770,A15,C39,B22,PCS,D,C09
L28,12027,A10,C35,B26,PCS,D,C06
L29,10673,A13,C36,B21,PCS,C,C06
L30,18672,A13,C32,B22,PCS,D,C03
L44,19201,A17,C37,B20,PCS,D,C06
L70,16577,A18,C32,B20,PCS,D,C05
L74,17291,A17,C33,B30,PCS,C,C09
L78,10109,A13,C35,B27,PCS,D,C04
L98,19586,A19,C33,B28,PCS,D,C10
L11,17768,A11,C40,B21,PCS,D,C06
L72,10913,A15,C35,B29,PCS,D,C03
L75,10524,A16,C34,B25,PCS,D,C02
L93,11402,A15,C40,B26,PCS,C,C10
L20,15137,A11,C36,B30,PCS,C,C07
L23,12022,A17,C37,B25,PCS,C,C02
L24,18236,A11,C40,B27,PCS,D,C06
L43,17388,A10,C40,B26,PCS,D,C08
L49,11283,A11,C33,B30,PCS,D,C05
L49,14896,A15,C40,B22,PCS,C,C07
L51,17490,A11,C40,B26,PCS,C,C10
L55,19535,A20,C33,B23,PCS,D,C10
L85,11083,A12,C38,B28,PCS,C,C02
L94,16636,A13,C30,B24,PCS,D,C10
L95,18723,A15,C34,B22,PCS,D,C06
L97,13203,A17,C36,B20,PCS,D,C01
L39,12109,A17,C31,B20,PCS,D,C04
L49,18624,A17,C40,B25,PCS,D,C03
L63,11123,A19,C38,B27,PCS,C,C06
L65,10311,A20,C39,B23,PCS,C,C08
L63,14119,A15,C37,B24,PCS,D,C03
L76,12093,A19,C37,B29,PCS,D,C06
L89,10355,A15,C34,B24,PCS,C,C03
L90,12589,A10,C33,B28,PCS,C,C10
L28,13742,A13,C32,B25,PCS,D,C04
L42,16895,A18,C35,B29,PCS,C,C03
L54,15548,A12,C35,B20,PCS,D,C03
L66,14002,A15,C38,B25,PCS,C,C01
L79,19191,A18,C40,B30,PCS,D,C03
L94,10243,A13,C36,B27,PCS,D,C03
L11,13918,A17,C33,B30,PCS,D,C10
L12,19137,A10,C31,B26,PCS,C,C09
L21,19729,A14,C37,B25,PCS,D,C07
L39,12228,A16,C36,B24,PCS,C,C02
L39,14698,A10,C32,B26,PCS,D,C04
L45,15291,A18,C33,B23,PCS,C,C07
L68,18591,A14,C35,B20,PCS,D,C02
L89,12628,A14,C32,B20,PCS,C,C07
L94,15027,A15,C30,B25,PCS,C,C06
L18,10404,A18,C38,B23,PCS,D,C01
L27,14792,A18,C37,B20,PCS,C,C06
L30,19599,A13,C40,B28,PCS,D,C04
L40,11993,A10,C39,B29,PCS,D,C08
L46,16996,A10,C30,B24,PCS,C,C08
L50,11963,A20,C33,B30,PCS,D,C07
L58,18098,A15,C39,B27,PCS,C,C08
L61,16222,A17,C31,B30,PCS,D,C01
L63,10817,A12,C34,B29,PCS,C,C10
L64,14661,A19,C34,B29,PCS,C,C06
L73,11058,A12,C39,B28,PCS,C,C06
L86,18787,A20,C37,B27,PCS,C,C05
L95,16478,A18,C39,B25,PCS,C,C02
L14,14259,A10,C33,B26,PCS,C,C08
L14,15736,A17,C37,B20,PCS,D,C03
L25,17046,A18,C31,B20,PCS,D,C01
L33,14261,A16,C39,B20,PCS,D,C04
L37,10894,A13,C38,B28,PCS,D,C02
L66,15145,A14,C31,B23,PCS,C,C01
L72,14212,A11,C38,B28,PCS,C,C09
L86,18390,A10,C36,B30,PCS,D,C06
L43,16643,A14,C30,B27,PCS,C,C05
L50,17192,A17,C35,B27,PCS,C,C07
L56,18801,A10,C37,B21,PCS,D,C10
L69,13724,A16,C35,B24,PCS,D,C07
L72,11603,A17,C34,B29,PCS,D,C03
L85,14191,A12,C40,B20,PCS,D,C09
L91,15943,A15,C31,B21,PCS,D,C03
L94,11888,A14,C40,B24,PCS,C,C01
L19,19310,A17,C30,B25,PCS,D,C07
L27,10196,A11,C31,B20,PCS,C,C03
L33,19377,A16,C36,B25,PCS,D,C03
L34,18618,A10,C39,B21,PCS,D,C05
L38,18614,A19,C31,B23,PCS,D,C06
L57,16584,A17,C39,B20,PCS,C,C03
L59,17732,A12,C30,B25,PCS,C,C09
L64,18435,A20,C34,B29,PCS,D,C06
L35,11879,A15,C31,B28,PCS,C,C04
L36,18578,A18,C32,B26,PCS,C,C06
L48,18007,A12,C38,B21,PCS,D,C05
L51,11603,A19,C38,B27,PCS,D,C09
L86,15930,A16,C31,B25,PCS,D,C06
L87,17284,A10,C40,B20,PCS,D,C01
L93,11108,A11,C35,B25,PCS,C,C07
L13,19723,A10,C36,B25,PCS,C,C02
L34,16004,A15,C39,B28,PCS,C,C10
L21,10741,A13,C33,B23,PCS,D,C02
L23,15594,A12,C32,B24,PCS,C,C03
L34,18655,A16,C40,B24,PCS,C,C09
L38,13665,A12,C37,B24,PCS,D,C08
L91,14994,A20,C35,B24,PCS,C,C06
L11,11368,A20,C36,B21,PCS,C,C09
L20,19071,A20,C31,B23,PCS,C,C10
L46,19014,A16,C36,B27,PCS,C,C10
L47,12649,A19,C35,B22,PCS,C,C09
L48,16635,A16,C32,B28,PCS,D,C05
L51,16817,A18,C37,B22,PCS,D,C03
L61,12094,A17,C37,B21,PCS,C,C10
L94,18432,A10,C40,B21,PCS,C,C06
L97,10521,A15,C40,B28,PCS,D,C10
L13,11547,A18,C40,B25,PCS,D,C08
