Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency,Quantity(Count),Quantity(Max),Quantity(Min),Quantity(Sum)
L42,17463,A20,C37,B29,PCS,D,C01,2,870,674,1544
L43,18273,A19,C36,B25,PCS,D,C09,1,818,818,818
L48,12831,A14,C35,B30,PCS,C,C01,2,269,125,394
L58,16679,A19,C40,B23,PCS,D,C10,3,655,107,1116
L68,14146,A10,C40,B25,PCS,C,C10,1,158,158,158
L78,15510,A11,C34,B25,PCS,C,C10,3,586,295,1320
L83,12341,A11,C37,B25,PCS,C,C04,1,220,220,220
L14,13372,A16,C32,B24,PCS,D,C07,1,915,915,915
L28,10899,A18,C40,B23,PCS,D,C03,1,236,236,236
L44,18758,A13,C39,B26,PCS,C,C01,2,318,142,460
L67,13108,A12,C31,B25,PCS,C,C03,1,286,286,286
L68,14406,A18,C32,B27,PCS,D,C05,2,920,48,968
L69,16937,A20,C32,B28,PCS,C,C02,1,778,778,778
L79,13843,A13,C31,B29,PCS,C,C07,1,163,163,163
L82,12391,A13,C32,B23,PCS,D,C02,1,869,869,869
L82,19053,A14,C34,B25,PCS,D,C05,1,71,71,71
L83,10189,A17,C40,B21,PCS,C,C05,1,654,654,654
L90,19993,A18,C36,B28,PCS,D,C03,2,357,197,554
L11,14818,A13,C30,B28,PCS,C,C03,1,263,263,263
L12,10194,A14,C34,B30,PCS,C,C08,2,656,639,1295
L37,19514,A10,C35,B25,PCS,D,C06,2,927,210,1137
L51,19929,A11,C31,B26,PCS,C,C07,1,871,871,871
L68,16640,A17,C35,B29,PCS,D,C01,1,774,774,774
L75,19133,A20,C34,B21,PCS,D,C04,1,718,718,718
L88,13899,A19,C34,B29,PCS,D,C08,3,576,158,1096
L12,12302,A12,C32,B29,PCS,C,C08,1,527,527,527
L99,14975,A11,C31,B22,PCS,C,C03,1,595,595,595
L21,14353,A15,C37,B20,PCS,D,C03,1,215,215,215
L36,19290,A17,C32,B25,PCS,D,C04,3,765,341,1644
L49,16631,A16,C37,B21,PCS,D,C10,2,286,272,558
L49,18718,A16,C37,B28,PCS,D,C02,2,299,92,391
L65,10985,A11,C38,B28,PCS,D,C06,3,972,76,1206
L72,16787,A15,C31,B23,PCS,D,C06,1,826,826,826
L78,12008,A11,C38,B22,PCS,C,C06,1,278,278,278
L84,14034,A14,C33,B29,PCS,D,C05,1,743,743,743
L13,16734,A19,C36,B24,PCS,D,C06,1,594,594,594
L98,13983,A11,C37,B24,PCS,C,C05,2,699,135,834
L28,19684,A17,C32,B20,PCS,D,C04,1,74,74,74
L35,18956,A15,C40,B30,PCS,C,C05,2,244,7,251
L46,12890,A16,C32,B23,PCS,C,C07,4,881,71,1460
L59,19114,A12,C30,B22,PCS,D,C01,2,969,828,1797
L73,16907,A17,C30,B26,PCS,D,C05,2,570,71,641
L79,15182,A18,C33,B29,PCS,C,C03,1,189,189,189
L82,19875,A18,C31,B22,PCS,D,C06,1,930,930,930
L12,18683,A20,C38,B22,PCS,D,C08,1,725,725,725
L33,12462,A20,C32,B22,PCS,C,C01,1,860,860,860
L51,12861,A10,C37,B28,PCS,C,C05,1,15,15,15
L59,10715,A13,C39,B29,PCS,C,C10,1,780,780,780
L13,11686,A18,C31,B23,PCS,D,C08,1,288,288,288
L97,11139,A13,C34,B29,PCS,C,C05,3,679,42,1255
L23,16667,A11,C30,B22,PCS,D,C09,2,739,604,1343
L45,15084,A14,C38,B24,PCS,D,C04,1,919,919,919
L50,10675,A20,C32,B24,PCS,D,C03,1,481,481,481
L58,13144,A20,C34,B21,PCS,D,C07,1,842,842,842
L63,17451,A20,C33,B28,PCS,C,C01,1,464,464,464
L83,18940,A20,C31,B29,PCS,C,C06,3,776,156,1192
L44,13852,A13,C35,B28,PCS,D,C10,1,707,707,707
L56,16423,A16,C40,B26,PCS,C,C06,2,686,595,1281
L65,11919,A11,C39,B24,PCS,C,C01,3,783,277,1684
L67,12184,A19,C30,B25,PCS,D,C06,1,90,90,90
L82,18305,A18,C32,B23,PCS,D,C10,1,716,716,716
L21,11635,A11,C34,B20,PCS,C,C01,2,557,460,1017
L25,19345,A20,C38,B25,PCS,C,C10,2,932,714,1646
L42,15147,A17,C35,B27,PCS,D,C03,3,267,188,644
L58,19286,A20,C37,B22,PCS,D,C01,3,483,149,925
L68,19428,A11,C37,B26,PCS,C,C03,1,408,408,408
L69,17777,A16,C32,B27,PCS,C,C08,2,904,408,1312
L71,15839,A17,C31,B21,PCS,C,C10,1,97,97,97
L76,14340,A11,C34,B30,PCS,D,C10,1,974,974,974
L76,14662,A16,C30,B20,PCS,C,C02,3,838,38,962
L81,11984,A16,C39,B26,PCS,D,C10,1,210,210,210
L12,11818,A19,C31,B27,PCS,C,C01,1,245,245,245
L19,10968,A16,C37,B22,PCS,C,C03,1,910,910,910
L99,17615,A15,C40,B28,PCS,C,C01,2,737,228,965
L24,11758,A14,C33,B23,PCS,D,C02,2,516,32,548
L40,10386,A14,C31,B21,PCS,C,C10,3,200,64,383
L50,19377,A13,C31,B21,PCS,C,C01,2,250,94,344
L67,13289,A13,C40,B23,PCS,C,C03,3,762,68,1083
L67,12258,A15,C36,B23,PCS,D,C04,2,588,147,735
L70,14389,A15,C39,B21,PCS,D,C06,2,384,2,386
L72,12244,A20,C33,B26,PCS,C,C03,2,784,465,1249
L81,12489,A13,C40,B23,PCS,C,C03,1,457,457,457
L86,11950,A12,C32,B20,PCS,C,C05,4,917,573,2976
L93,17432,A11,C32,B22,PCS,C,C02,1,908,908,908
L96,12813,A15,C30,B28,PCS,C,C05,1,831,831,831
L48,13159,A16,C31,B23,PCS,D,C09,3,382,77,632
L72,18316,A13,C39,B22,PCS,D,C01,1,252,252,252
L75,15489,A14,C31,B30,PCS,C,C07,2,344,225,569
L20,13823,A20,C38,B22,PCS,C,C04,2,882,235,1117
L24,18127,A17,C36,B27,PCS,C,C10,2,873,129,1002
L26,11578,A15,C36,B27,PCS,C,C02,1,989,989,989
L30,12767,A12,C32,B26,PCS,C,C09,1,977,977,977
L33,17528,A14,C37,B28,PCS,C,C04,2,396,380,776
L51,18721,A12,C34,B26,PCS,C,C01,1,146,146,146
L65,12279,A11,C36,B22,PCS,D,C10,1,246,246,246
L67,10188,A19,C37,B20,PCS,D,C06,2,548,457,1005
L69,19698,A12,C37,B26,PCS,D,C04,1,947,947,947
L81,10233,A16,C36,B26,PCS,D,C04,1,273,273,273
L83,14606,A10,C40,B22,PCS,D,C03,1,378,378,378
L90,14946,A16,C30,B24,PCS,C,C01,1,83,83,83
L10,10337,A18,C36,B22,PCS,D,C03,1,616,616,616
L21,15381,A16,C32,B25,PCS,D,C07,2,355,6,361
L39,14641,A20,C33,B28,PCS,D,C04,1,486,486,486
L71,10263,A15,C35,B25,PCS,D,C05,2,551,214,765
L81,15449,A13,C34,B27,PCS,D,C10,2,499,191,690
L87,18094,A14,C39,B21,PCS,D,C02,1,978,978,978
L13,16315,A13,C38,B25,PCS,C,C05,2,808,355,1163
L22,19260,A12,C35,B24,PCS,C,C04,1,633,633,633
L23,10165,A13,C38,B20,PCS,C,C02,1,97,97,97
L30,16026,A15,C31,B26,PCS,C,C09,1,257,257,257
L31,16496,A16,C30,B26,PCS,C,C07,1,37,37,37
L38,17275,A11,C33,B27,PCS,D,C02,1,117,117,117
L50,17427,A19,C40,B29,PCS,D,C05,1,518,518,518
L57,13173,A16,C34,B27,PCS,D,C05,3,757,129,1457
L75,11465,A13,C39,B30,PCS,C,C05,2,982,38,1020
L84,12696,A13,C33,B23,PCS,D,C09,3,608,501,1703
L86,13617,A17,C37,B22,PCS,D,C01,1,469,469,469
L90,11067,A10,C33,B29,PCS,C,C06,1,843,843,843
L93,12214,A20,C40,B28,PCS,D,C10,1,819,819,819
L95,19721,A16,C36,B21,PCS,D,C04,3,983,82,1402
L25,18525,A15,C34,B27,PCS,D,C01,1,296,296,296
L28,17371,A12,C34,B21,PCS,C,C10,1,396,396,396
L31,11311,A11,C35,B27,PCS,C,C02,2,42,4,46
L68,13599,A10,C30,B27,PCS,C,C06,1,381,381,381
L81,13595,A15,C39,B22,PCS,C,C07,1,987,987,987
L22,17338,A14,C38,B26,PCS,D,C10,1,716,716,716
L23,18546,A12,C32,B30,PCS,D,C03,2,860,196,1056
L25,11287,A14,C35,B23,PCS,D,C07,2,210,131,341
L46,11859,A11,C39,B22,PCS,D,C08,1,176,176,176
L47,14074,A19,C36,B23,PCS,C,C09,1,272,272,272
L94,17021,A17,C30,B23,PCS,C,C06,1,9,9,9
L16,18197,A13,C36,B20,PCS,C,C09,1,509,509,509
L18,14893,A14,C30,B27,PCS,D,C03,2,53,41,94
L23,10669,A19,C38,B24,PCS,D,C01,2,913,609,1522
L23,15815,A14,C33,B30,PCS,D,C07,1,472,472,472
L27,16032,A18,C36,B21,PCS,C,C02,1,432,432,432
L43,10310,A10,C34,B30,PCS,C,C06,1,955,955,955
L53,17902,A11,C30,B30,PCS,C,C06,2,567,39,606
L56,18265,A15,C40,B23,PCS,D,C10,1,888,888,888
L79,13005,A13,C34,B21,PCS,D,C06,3,781,594,2047
L90,19248,A12,C30,B21,PCS,C,C01,2,587,191,778
L12,19395,A12,C33,B30,PCS,C,C01,2,638,289,927
L26,11372,A17,C30,B24,PCS,C,C03,1,167,167,167
L52,19695,A18,C31,B20,PCS,D,C06,1,291,291,291
L65,14571,A11,C38,B28,PCS,D,C09,2,916,295,1211
L70,14151,A11,C38,B27,PCS,D,C02,1,76,76,76
L79,13166,A19,C36,B20,PCS,C,C10,1,716,716,716
L85,12012,A15,C38,B21,PCS,D,C09,1,13,13,13
L85,11417,A12,C35,B30,PCS,C,C10,1,910,910,910
L95,14887,A16,C37,B27,PCS,D,C08,4,917,163,2308
L97,14337,A18,C38,B23,PCS,D,C03,2,604,269,873
L25,13074,A16,C39,B22,PCS,C,C06,1,11,11,11
L36,14088,A14,C35,B27,PCS,D,C06,1,506,506,506
L38,10407,A13,C39,B29,PCS,D,C06,1,794,794,794
L42,18689,A12,C31,B25,PCS,D,C06,2,723,148,871
L53,16588,A13,C36,B22,PCS,D,C04,1,407,407,407
L63,16394,A18,C35,B21,PCS,C,C03,1,354,354,354
L16,19475,A20,C37,B20,PCS,D,C02,2,719,370,1089
L17,11326,A18,C35,B26,PCS,C,C06,1,132,132,132
L68,19285,A16,C40,B22,PCS,D,C06,1,108,108,108
L73,16460,A15,C39,B20,PCS,C,C08,1,987,987,987
L81,13194,A19,C34,B20,PCS,C,C01,2,768,656,1424
L14,17173,A17,C38,B27,PCS,D,C05,1,298,298,298
L93,17455,A16,C38,B21,PCS,D,C06,1,719,719,719
L96,18696,A12,C38,B28,PCS,D,C03,1,381,381,381
L29,11847,A20,C31,B26,PCS,D,C04,2,858,616,1474
L31,19060,A17,C30,B22,PCS,D,C08,2,769,630,1399
L32,12562,A15,C36,B24,PCS,D,C01,1,686,686,686
L35,17221,A18,C37,B23,PCS,D,C08,2,81,63,144
L41,11794,A14,C33,B24,PCS,C,C04,1,816,816,816
L50,12685,A17,C37,B24,PCS,D,C01,2,630,413,1043
L51,10727,A15,C37,B24,PCS,D,C06,2,113,104,217
L57,14927,A12,C30,B21,PCS,C,C04,1,121,121,121
L73,10069,A11,C37,B29,PCS,C,C03,2,857,140,997
L85,18903,A17,C30,B28,PCS,D,C04,3,120,74,286
L94,13880,A14,C30,B21,PCS,C,C05,2,899,380,1279
L16,10307,A16,C39,B24,PCS,D,C07,1,534,534,534
L19,16848,A18,C38,B22,PCS,C,C05,3,758,147,1509
L32,14608,A12,C32,B24,PCS,D,C05,1,236,236,236
L37,18133,A10,C39,B27,PCS,D,C04,2,964,313,1277
L57,16175,A15,C36,B30,PCS,D,C06,2,783,251,1034
L57,13736,A18,C36,B21,PCS,C,C05,2,339,47,386
L61,11375,A12,C38,B21,PCS,D,C06,1,903,903,903
L74,19869,A11,C31,B27,PCS,C,C07,2,906,694,1600
L75,15055,A11,C32,B20,PCS,D,C06,1,463,463,463
L20,10145,A14,C38,B22,PCS,D,C01,3,818,636,2248
L99,12902,A19,C37,B26,PCS,C,C04,3,776,256,1785
L24,16837,A20,C32,B24,PCS,D,C05,1,470,470,470
L31,15458,A10,C38,B29,PCS,C,C03,3,591,70,957
L34,14204,A16,C31,B27,PCS,C,C03,2,234,218,452
L39,10142,A11,C31,B28,PCS,D,C09,2,593,512,1105
L53,12038,A11,C35,B23,PCS,D,C01,2,607,379,986
L54,18449,A12,C36,B21,PCS,C,C04,1,487,487,487
L85,16816,A18,C38,B20,PCS,C,C07,2,883,800,1683
L17,10148,A19,C35,B21,PCS,C,C06,1,436,436,436
L25,16585,A19,C38,B22,PCS,D,C05,2,141,129,270
L27,18407,A14,C32,B20,PCS,D,C05,1,357,357,357
L38,16157,A20,C30,B27,PCS,D,C01,1,973,973,973
L43,18496,A20,C37,B25,PCS,C,C03,1,892,892,892
L68,11942,A10,C39,B28,PCS,C,C03,1,504,504,504
L82,15400,A19,C33,B28,PCS,D,C06,1,615,615,615
L98,19205,A10,C34,B30,PCS,D,C06,1,525,525,525
L32,11265,A17,C31,B20,PCS,C,C03,1,296,296,296
L45,13255,A17,C40,B21,PCS,D,C05,2,994,968,1962
L59,19345,A13,C37,B28,PCS,D,C02,1,244,244,244
L65,18722,A11,C39,B24,PCS,D,C03,3,672,73,1332
L67,16860,A17,C40,B23,PCS,C,C07,1,97,97,97
L71,16403,A18,C31,B23,PCS,D,C03,1,453,453,453
L73,16215,A18,C31,B20,PCS,C,C05,2,700,275,975
L74,13646,A16,C36,B29,PCS,D,C02,3,797,45,1493
L27,11653,A13,C30,B20,PCS,C,C02,3,793,14,1247
L59,13862,A11,C32,B20,PCS,D,C06,1,62,62,62
L75,13052,A12,C35,B20,PCS,C,C05,1,584,584,584
L79,19468,A17,C40,B28,PCS,D,C06,2,891,37,928
L13,17375,A10,C38,B24,PCS,D,C01,1,296,296,296
L18,18367,A19,C34,B24,PCS,C,C02,3,812,248,1798
L21,11621,A10,C34,B25,PCS,C,C08,2,755,542,1297
L37,10667,A15,C34,B27,PCS,C,C04,3,619,214,1231
L47,19590,A11,C35,B24,PCS,D,C07,1,78,78,78
L57,15591,A10,C39,B28,PCS,C,C07,1,736,736,736
L57,14236,A17,C30,B24,PCS,C,C05,2,891,823,1714
L66,14560,A20,C37,B24,PCS,D,C07,1,658,658,658
L73,10033,A16,C32,B21,PCS,C,C03,2,870,686,1556
L75,14104,A18,C31,B29,PCS,C,C06,2,758,674,1432
L79,12309,A18,C34,B30,PCS,C,C04,2,511,337,848
L89,18336,A19,C36,B20,PCS,D,C02,1,43,43,43
L11,14992,A10,C35,B27,PCS,C,C01,2,812,183,995
L26,13618,A16,C33,B20,PCS,C,C10,1,590,590,590
L40,12239,A18,C30,B30,PCS,D,C03,1,8,8,8
L49,13397,A15,C40,B21,PCS,D,C10,1,45,45,45
L64,12257,A13,C38,B26,PCS,C,C07,3,857,127,1147
L82,11732,A15,C35,B23,PCS,D,C05,2,293,225,518
L51,14418,A10,C36,B25,PCS,D,C01,1,111,111,111
L51,17413,A19,C37,B23,PCS,D,C09,1,595,595,595
L68,18331,A18,C32,B26,PCS,C,C03,1,459,459,459
L99,13465,A10,C38,B30,PCS,D,C04,3,814,404,2032
L38,13544,A19,C31,B30,PCS,D,C02,1,699,699,699
L47,14548,A20,C32,B21,PCS,D,C09,1,562,562,562
L63,12503,A17,C30,B27,PCS,C,C04,1,645,645,645
L74,15396,A11,C37,B20,PCS,D,C10,1,948,948,948
L80,11755,A18,C39,B28,PCS,D,C03,1,985,985,985
L90,13111,A16,C31,B28,PCS,D,C07,1,523,523,523
L96,17065,A11,C32,B28,PCS,C,C01,1,529,529,529
L28,14208,A16,C32,B24,PCS,D,C06,1,238,238,238
L28,18430,A10,C38,B28,PCS,D,C09,2,658,317,975
L58,13172,A16,C34,B30,PCS,C,C04,2,435,388,823
L63,11457,A10,C37,B28,PCS,D,C10,1,942,942,942
L79,16622,A11,C37,B26,PCS,C,C02,1,541,541,541
L79,17861,A13,C30,B20,PCS,C,C01,2,734,382,1116
L83,13113,A13,C32,B27,PCS,C,C04,2,837,12,849
L30,19268,A19,C30,B26,PCS,D,C03,1,179,179,179
L33,15028,A12,C37,B28,PCS,C,C03,1,993,993,993
L34,12089,A10,C38,B21,PCS,D,C07,2,497,468,965
L41,14200,A18,C30,B22,PCS,C,C05,1,394,394,394
L44,18957,A11,C30,B21,PCS,D,C06,1,832,832,832
L46,18964,A20,C34,B26,PCS,D,C02,1,570,570,570
L53,14687,A14,C38,B25,PCS,C,C08,1,866,866,866
L54,16397,A15,C30,B23,PCS,D,C06,1,372,372,372
L54,19541,A11,C34,B25,PCS,D,C07,1,934,934,934
L95,12256,A14,C39,B23,PCS,D,C04,1,434,434,434
L39,15416,A20,C35,B30,PCS,C,C08,1,939,939,939
L48,17674,A18,C39,B20,PCS,C,C05,2,871,683,1554
L75,12431,A19,C31,B30,PCS,D,C02,2,907,739,1646
L79,12827,A13,C37,B20,PCS,D,C02,2,899,648,1547
L79,13214,A12,C33,B29,PCS,C,C04,1,921,921,921
L80,17436,A20,C38,B29,PCS,D,C01,1,387,387,387
L86,17365,A18,C35,B23,PCS,C,C03,2,841,674,1515
L93,18781,A14,C38,B25,PCS,C,C07,2,926,735,1661
L24,18740,A13,C36,B27,PCS,C,C06,1,809,809,809
L84,10978,A17,C40,B20,PCS,C,C03,1,635,635,635
L98,13923,A19,C34,B26,PCS,C,C03,2,840,733,1573
L98,14785,A17,C33,B23,PCS,D,C01,1,500,500,500
L33,16115,A14,C33,B29,PCS,C,C05,1,540,540,540
L40,13541,A20,C31,B27,PCS,D,C01,1,568,568,568
L43,12128,A19,C33,B30,PCS,C,C03,2,135,22,157
L43,14888,A17,C33,B26,PCS,D,C09,2,953,133,1086
L49,10454,A19,C33,B20,PCS,C,C10,1,358,358,358
L48,10405,A13,C32,B20,PCS,C,C03,1,689,689,689
L60,10514,A16,C35,B23,PCS,C,C04,1,719,719,719
L65,17219,A13,C31,B20,PCS,C,C09,2,587,545,1132
L71,13447,A13,C35,B30,PCS,C,C08,1,210,210,210
L84,13112,A18,C33,B23,PCS,D,C09,4,825,290,2088
L90,19973,A11,C36,B26,PCS,C,C06,2,959,587,1546
L16,19934,A18,C30,B22,PCS,D,C05,1,899,899,899
L26,10276,A19,C36,B25,PCS,D,C05,1,11,11,11
L34,18217,A13,C33,B27,PCS,C,C02,1,992,992,992
L62,13953,A12,C32,B22,PCS,C,C01,1,967,967,967
L76,10869,A17,C38,B24,PCS,D,C01,1,910,910,910
L86,13824,A14,C33,B27,PCS,D,C03,1,593,593,593
L10,16224,A14,C32,B25,PCS,D,C01,2,509,211,720
L12,19096,A14,C36,B20,PCS,D,C09,1,600,600,600
L33,12688,A12,C36,B26,PCS,D,C09,2,648,302,950
L43,19443,A20,C32,B23,PCS,D,C02,2,210,38,248
L46,18423,A15,C30,B30,PCS,D,C06,1,690,690,690
L55,14835,A10,C31,B28,PCS,D,C05,1,101,101,101
L61,14606,A10,C36,B26,PCS,C,C02,2,503,459,962
L69,15155,A12,C38,B29,PCS,D,C03,1,951,951,951
L97,12518,A11,C39,B26,PCS,D,C10,2,128,68,196
L98,18509,A19,C40,B21,PCS,D,C04,1,954,954,954
L25,13172,A17,C39,B20,PCS,D,C09,1,801,801,801
L28,18536,A16,C37,B21,PCS,D,C08,1,317,317,317
L31,14568,A12,C37,B23,PCS,D,C07,1,4,4,4
L34,10673,A19,C38,B29,PCS,D,C10,2,657,116,773
L46,10437,A17,C37,B22,PCS,D,C04,1,491,491,491
L54,15514,A17,C31,B23,PCS,C,C02,2,924,839,1763
L60,14691,A15,C40,B26,PCS,C,C03,1,353,353,353
L69,19591,A20,C31,B23,PCS,D,C10,1,762,762,762
L69,18169,A19,C39,B21,PCS,C,C10,1,118,118,118
L77,13937,A11,C33,B20,PCS,D,C08,2,718,130,848
L11,16261,A16,C30,B25,PCS,D,C06,1,328,328,328
L96,16913,A12,C31,B26,PCS,C,C03,1,238,238,238
L19,15018,A18,C35,B29,PCS,C,C05,2,697,364,1061
L25,16204,A12,C39,B23,PCS,D,C07,1,513,513,513
L43,18265,A15,C40,B30,PCS,C,C07,1,163,163,163
L46,18186,A14,C36,B29,PCS,D,C02,2,615,523,1138
L47,14835,A13,C38,B25,PCS,D,C06,2,637,287,924
L90,14718,A11,C31,B27,PCS,D,C08,2,600,451,1051
L28,11313,A17,C38,B29,PCS,C,C06,1,835,835,835
L31,12682,A15,C40,B26,PCS,D,C02,1,193,193,193
L32,14671,A13,C31,B23,PCS,D,C05,1,526,526,526
L47,15894,A19,C35,B22,PCS,C,C07,1,819,819,819
L50,13814,A18,C30,B20,PCS,C,C08,1,588,588,588
L67,16360,A12,C37,B20,PCS,C,C01,1,444,444,444
L74,10246,A18,C37,B28,PCS,C,C07,1,188,188,188
L77,10833,A16,C35,B27,PCS,C,C06,1,386,386,386
L10,13109,A10,C32,B25,PCS,D,C06,3,593,276,1314
L97,14842,A18,C33,B26,PCS,C,C06,2,446,290,736
L46,18864,A11,C30,B20,PCS,C,C05,2,851,379,1230
L51,16551,A15,C30,B25,PCS,C,C02,2,662,404,1066
L56,18309,A12,C30,B25,PCS,C,C10,1,875,875,875
L75,13178,A20,C34,B21,PCS,D,C01,2,751,371,1122
L75,17103,A19,C39,B22,PCS,C,C07,2,795,642,1437
L92,16469,A13,C32,B25,PCS,D,C10,2,976,301,1277
L96,14335,A13,C39,B21,PCS,D,C04,1,985,985,985
L99,18048,A11,C38,B30,PCS,D,C05,2,575,255,830
L21,16228,A14,C39,B29,PCS,C,C07,2,528,273,801
L45,12990,A11,C35,B30,PCS,C,C08,3,893,455,2032
L48,12941,A19,C37,B22,PCS,D,C03,1,276,276,276
L69,13186,A17,C37,B23,PCS,C,C10,2,989,700,1689
L69,12401,A16,C31,B26,PCS,C,C01,1,768,768,768
L76,14746,A17,C32,B21,PCS,D,C09,2,912,12,924
L79,17654,A16,C33,B21,PCS,C,C03,2,874,626,1500
L98,15503,A20,C40,B21,PCS,C,C07,1,556,556,556
L21,19958,A13,C32,B29,PCS,D,C02,1,418,418,418
L38,12577,A14,C39,B23,PCS,D,C02,4,996,218,2480
L39,14739,A18,C36,B26,PCS,C,C08,3,829,246,1356
L42,12335,A19,C32,B30,PCS,D,C02,1,717,717,717
L59,15303,A10,C35,B25,PCS,D,C07,1,27,27,27
L59,12992,A18,C37,B20,PCS,D,C06,3,568,156,1074
L74,12721,A11,C37,B20,PCS,D,C06,1,749,749,749
L79,14621,A13,C31,B21,PCS,D,C01,1,934,934,934
L82,17424,A18,C38,B24,PCS,C,C07,1,833,833,833
L87,10191,A17,C30,B24,PCS,D,C04,1,421,421,421
L16,10347,A12,C37,B29,PCS,D,C06,1,147,147,147
L26,16166,A16,C34,B28,PCS,D,C07,1,884,884,884
L43,16465,A16,C31,B27,PCS,D,C06,2,378,105,483
L48,19042,A12,C33,B24,PCS,D,C09,1,599,599,599
L49,13342,A20,C39,B28,PCS,D,C03,1,723,723,723
L54,11076,A20,C33,B27,PCS,D,C06,2,648,611,1259
L57,13532,A16,C34,B25,PCS,C,C09,1,313,313,313
L57,14129,A12,C40,B30,PCS,D,C06,1,400,400,400
L62,16978,A11,C31,B24,PCS,D,C03,1,788,788,788
L63,13504,A17,C30,B27,PCS,C,C01,2,831,715,1546
L66,18703,A16,C34,B28,PCS,D,C01,2,398,57,455
L83,18732,A18,C37,B28,PCS,C,C07,1,326,326,326
L84,15013,A14,C37,B27,PCS,D,C02,2,439,24,463
L85,18426,A18,C38,B24,PCS,D,C07,1,940,940,940
L28,18377,A10,C33,B21,PCS,D,C10,2,989,749,1738
L42,14503,A10,C40,B30,PCS,D,C07,3,835,556,2026
L45,14172,A11,C39,B23,PCS,C,C08,1,380,380,380
L84,12211,A14,C37,B30,PCS,C,C01,2,820,82,902
L85,15717,A16,C31,B29,PCS,C,C03,1,444,444,444
L89,12329,A12,C40,B29,PCS,C,C07,2,824,437,1261
L10,11844,A12,C36,B25,PCS,C,C09,1,526,526,526
L13,14140,A17,C30,B22,PCS,D,C07,1,312,312,312
L92,13682,A16,C32,B21,PCS,C,C03,1,611,611,611
L31,10252,A11,C39,B22,PCS,D,C08,1,772,772,772
L42,12489,A20,C40,B30,PCS,D,C02,2,460,258,718
L57,15843,A17,C31,B27,PCS,D,C04,2,609,466,1075
L66,13956,A18,C39,B28,PCS,C,C05,2,666,92,758
L73,14277,A10,C37,B23,PCS,C,C02,2,396,68,464
L83,16165,A16,C39,B24,PCS,D,C06,1,826,826,826
L14,19133,A12,C33,B20,PCS,D,C06,1,702,702,702
L20,12482,A19,C40,B23,PCS,D,C07,1,624,624,624
L32,10327,A14,C30,B25,PCS,C,C04,1,9,9,9
L38,10792,A13,C36,B25,PCS,C,C04,1,395,395,395
L39,19589,A15,C33,B29,PCS,D,C04,2,831,266,1097
L46,17929,A11,C30,B24,PCS,C,C10,1,379,379,379
L55,14432,A10,C33,B25,PCS,C,C09,1,402,402,402
L58,19910,A18,C37,B25,PCS,C,C10,2,964,485,1449
L63,19508,A15,C38,B29,PCS,C,C08,1,24,24,24
L30,15769,A11,C38,B25,PCS,D,C03,4,724,39,1880
L43,17471,A19,C31,B22,PCS,D,C08,1,822,822,822
L72,17317,A16,C34,B30,PCS,D,C05,1,264,264,264
L75,12195,A12,C40,B20,PCS,D,C09,2,895,497,1392
L18,17822,A15,C35,B25,PCS,D,C09,1,797,797,797
L42,10101,A15,C35,B25,PCS,D,C01,2,834,394,1228
L50,15800,A15,C30,B21,PCS,C,C03,1,411,411,411
L71,16162,A14,C34,B24,PCS,D,C07,1,671,671,671
L51,14562,A14,C36,B24,PCS,D,C02,4,943,172,2029
L55,12430,A10,C32,B25,PCS,D,C01,2,960,365,1325
L57,19644,A16,C38,B25,PCS,D,C01,1,799,799,799
L59,17777,A10,C36,B22,PCS,C,C05,1,70,70,70
L59,13818,A19,C38,B27,PCS,C,C08,1,84,84,84
L67,12831,A19,C30,B24,PCS,D,C10,2,590,219,809
L67,12294,A10,C34,B29,PCS,D,C08,1,925,925,925
L79,13937,A11,C30,B20,PCS,C,C05,2,747,416,1163
L83,10148,A17,C32,B20,PCS,D,C06,1,423,423,423
L14,12061,A18,C33,B24,PCS,D,C03,1,264,264,264
L26,17834,A17,C38,B21,PCS,C,C07,1,909,909,909
L51,17642,A15,C40,B22,PCS,C,C08,2,739,163,902
L51,18226,A17,C37,B27,PCS,D,C03,1,392,392,392
L51,11997,A11,C37,B26,PCS,D,C03,1,251,251,251
L60,14932,A18,C31,B26,PCS,C,C07,1,622,622,622
L72,14627,A13,C39,B29,PCS,C,C07,1,715,715,715
L77,19168,A17,C33,B29,PCS,D,C07,1,84,84,84
L84,16246,A19,C36,B26,PCS,D,C03,1,690,690,690
L87,13552,A14,C30,B28,PCS,C,C01,1,316,316,316
L15,15970,A14,C30,B30,PCS,D,C07,1,870,870,870
L16,13636,A12,C34,B27,PCS,D,C09,3,693,77,983
L22,16727,A20,C38,B21,PCS,D,C10,1,588,588,588
L29,15836,A20,C36,B20,PCS,D,C01,1,425,425,425
L24,13570,A16,C32,B23,PCS,D,C09,1,604,604,604
L50,13802,A10,C37,B24,PCS,C,C06,1,481,481,481
L48,11340,A16,C38,B30,PCS,C,C07,2,872,730,1602
L43,19193,A16,C38,B28,PCS,D,C03,1,354,354,354
L45,12566,A15,C39,B26,PCS,C,C03,2,687,233,920
L66,18606,A19,C37,B27,PCS,C,C06,1,470,470,470
L64,11660,A16,C37,B26,PCS,D,C05,1,737,737,737
L56,10009,A14,C31,B20,PCS,D,C09,1,898,898,898
L81,14149,A16,C39,B23,PCS,C,C10,1,403,403,403
L94,15793,A20,C31,B25,PCS,C,C02,1,581,581,581
